County,Station Number,name,Height(m),Easting,Northing,Latitude,Longitude,Open Year,Close Year
Mayo,1634,BANGOR ERRIS (Kiltane),12,82200,323400,540845,94810,1976,2004
Mayo,4035,ENNISCOE,23,113600,314500,540420,91910,1983,1986
Mayo,833,NEWPORT (Furnace),14,96830,298230,535524,93416,1959,
Mayo,834,KEEL G.S.,40,62600,304600,535820,100540,1942,1991
Mayo,4135,LAHERDANE (Cum),43,113220,310370,540207,91931,1983,
Mayo,4235,CARROWMORE LACKEN,55,117060,335365,541538,91625,1984,
Mayo,4335,MASSBROOK,24,116300,306100,535950,91636,1984,1989
Mayo,4385,BALLYCROY,107,79395,313555,540326,95033,2019,
Mayo,1726,AASLEAGH LODGE,20,90000,264400,533705,93945,1983,1989
Mayo,1727,BALLINROBE G.S.,30,118800,264600,533730,91340,1941,1984
Mayo,4485,BELDERRIG,75,97945,341235,541835,93407,2019,
Mayo,1733,NEWPORT (Ardagh Lodge),12,94400,294800,535330,93621,2002,
Mayo,1734,BELLACORRICK (NAHELLY),30,76500,324400,540914,95324,1981,1984
Mayo,1735,LAHERDANE G.S.,50,113400,309900,540150,91920,1942,1984
Mayo,4535,BELDERRIG,66,98075,341305,541837,93400,1986,
Mayo,4585,LISGLENNON WTP,60,119860,327240,541116,91342,2019,
Mayo,4635,LISGLENNON WATERWORKS,60,119915,327250,541117,91339,1987,
Mayo,4685,STRAIDE,21,126050,297880,535530,90735,2019,
Mayo,4735,SWINFORD (WATER TREATMENT PLANT),119,139700,299000,535614,85508,1988,1991
Mayo,4785,TOURMAKEADY WTP,140,109390,271000,534052,92219,2019,
Mayo,4835,BALLINA (Attymass),41,129245,312010,540309,90157,1988,
Mayo,1826,ERRIFF FISHERIES,21,89900,264100,533655,93951,1974,2005
Mayo,4927,TOURMAKEADY (WaterTreatmentPlant,140,109450,271070,534054,92216,1987,
Mayo,4935,KNOCK AIRPORT,201,146783,296363,535422,84902,1986,
Mayo,1834,BANGOR ERRIS (Main St.),36,86290,323165,540842,94427,1986,
Mayo,929,KILMOVEE G.S.,116,153800,294100,535340,84210,1942,1956
Mayo,1833,NEWPORT (BURRISHOOLE HSE.),9,96296,295405,535352,93442,1899,1919
Mayo,5035,CROSSMOLINA (Castlehill),17,114110,313915,540402,91845,1989,
Mayo,1835,BALLA G.S.,51,125700,284300,534810,90740,1942,1983
Mayo,933,CLARE ISLAND,23,70200,284800,534748,95810,1982,1984
Mayo,934,BELLACORRICK (MONEYNIERIN),88,98800,319700,540700,93250,1954,2004
Mayo,5127,KILKEERAN,27,116385,272675,534150,91600,1994,
Mayo,5135,BALLYHAUNIS (COOGUE SOUTH),85,144800,284800,534835,85018,1987,1990
Mayo,5227,DERRYPARK,46,101060,261590,533542,92942,1996,
Mayo,5235,BALLYHAUNIS (AGHAMORE),131,146300,285700,534905,84855,1990,1991
Mayo,5335,FOXFORD (DAVITT STREET),15,126700,303700,535840,90702,1993,2000
Mayo,1926,KILLADOON,46,75370,271270,534035,95312,1984,
Mayo,1927,KILMAINE G.S.,44,125500,259600,533450,90730,1941,1983
Mayo,1935,KNOCK G.S.,94,139400,283200,534740,85510,1942,1984
Mayo,1934,DOOAGH (Water Treatment Plant),116,58235,304530,535815,100940,1988,
Mayo,1933,WESTPORT (MURRISK ABBEY),5,91962,282605,534655,93823,1900,1904
Mayo,127,TOURMAKEADY (Drimbawn House),52,110000,267200,533850,92140,1927,1954
Mayo,5535,BALLINA GOLF CLUB,24,125880,318240,540629,90802,2000,
Mayo,5627,BELCARRA (Carrajames),72,118980,282215,534700,91348,2003,
Mayo,5635,ENNISCOE,23,114178,314154,540410,91842,1874,1923
Mayo,5727,BALLYHAUNIS (Lavallyroe),82,149725,273660,534237,84544,2014,
Mayo,533,GLENISLAND G.S.,30,107100,296400,535430,92450,1942,1964
Mayo,5827,WESTPORT (Ayle),58,107060,281160,534619,92437,2014,
Mayo,534,BELLACORRICK G.S.,76,96700,320100,540710,93450,1942,1983
Mayo,2034,GEESALA PEAT POWER LTD.,27,75900,323500,540845,90355,1988,1991
Mayo,2033,WESTPORT (ST. HELENS),11,96433,283463,534726,93420,1903,1920
Mayo,2035,KILTIMAGH G.S.,61,134400,289700,535110,85950,1943,1978
Mayo,1034,BELMULLET (Manual),9,69100,332900,541340,100025,1956,2012
Mayo,1033,MURRISK,9,92675,282620,534656,93744,1982,
Mayo,2135,FOXFORD G.S.,23,127300,304400,535900,90630,1943,1993
Mayo,2134,BANGOR ERRIS (MUINGNAHALLOONA),29,84800,319300,540634,94540,1988,1991
Mayo,2175,CLAREMORRIS,68,134523,273883,534239,85933,2010,
Mayo,326,AASLEAGH HSE.,28,89000,264000,533650,94040,1911,1952
Mayo,2234,KEEL (SANDY BANKS),10,63900,305000,535836,100430,1994,1996
Mayo,1133,WESTPORT AUGHAGOWER,49,102300,280400,534551,92852,1983,1999
Mayo,1135,SWINFORD (TRANS.STN.),66,137800,299900,535640,85650,1942,1971
Mayo,1134,GLENAMOY,25,88100,333600,541420,94300,1958,1998
Mayo,333,WESTPORT HSE.,11,99000,284500,534800,93200,1909,1953
Mayo,2326,DHULOUGH,37,84500,267400,533838,94450,1986,2012
Mayo,1175,NEWPORT,22,96731,298267,535525,93422,2005,
Mayo,335,FOXFORD (COOLCRONAN),15,126000,309900,540200,90745,1955,1959
Mayo,2334,GLADREE,23,65400,336500,541536,100356,2003,2019
Mayo,2335,ESKERAGH,85,104100,318965,540639,92801,1944,
Mayo,334,ACHILL SOUND G.S.,11,74100,299900,535600,95500,1951,1960
Mayo,2375,BELMULLET,9,69170,332818,541339,100025,2012,
Mayo,626,DELPHI LODGE,32,84400,266100,533755,94450,1914,1986
Mayo,2426,DELPHI LODGE II,30,84465,266170,533758,94450,1993,
Meath,9931,M.DONADEA FOREST,70,274800,249700,532930,65220,1995,2005
Meath,2432,RATOATH,91,301993,251623,533018,62749,1998,
Meath,1231,ENFIELD G.S.,81,277600,241100,532450,65000,1942,1976
Meath,2531,NAVAN,50,286100,267200,533850,64150,1944,2003
Meath,2532,DUNSHAUGHLIN (Lagore),105,298775,253458,533119,63041,1998,
Meath,638,NOBBER,60,283000,286500,534917,64423,1943,2000
Meath,2631,KILMESSAN G.S.,66,288800,257300,533330,63935,1949,1990
Meath,2632,FAIRYHOUSE RACECOURSE,91,302000,249400,532905,62748,2002,
Meath,1331,DUNSHAUGHLIN G.S.,105,296900,252200,533040,63220,1942,1981
Meath,1375,DUNSANY,83,288898,252606,533057,63936,2006,
Meath,2931,WARRENSTOWN,90,292155,253585,533128,63640,1951,2015
Meath,231,ATHBOY (FRANKVILLE),69,271700,263500,533700,65500,1911,1949
Meath,3031,ATHBOY G.S.,69,271500,263800,533710,65510,1951,1993
Meath,3038,KINGSCOURT GYPSUM,67,278665,292110,535221,64817,1981,
Meath,1432,GORMANSTON,22,316800,268100,533900,61400,1965,1976
Meath,1531,SLANE G.S.,58,296100,274000,534225,63240,1942,1985
Meath,431,DUNSANY CASTLE,71,291300,254900,533210,63720,1923,1957
Meath,3731,DUNSANY (Grange),90,288800,252800,533105,63940,1963,2007
Meath,3931,TRIM (LACKANASH),61,280800,257000,533325,64650,1968,1984
Meath,1632,BELLEWSTOWN,122,309800,267200,533835,62020,1975,2005
Meath,1631,LONGWOOD G.S.,74,271200,245300,532710,65540,1943,1986
Meath,885,NAVAN (Randalstown),55,284860,272875,534156,64257,2017,
Meath,4431,NAVAN WILKINSTOWN,70,285000,277000,534407,64240,1984,1992
Meath,1731,BALLIVOR G.S.,68,268500,254200,533200,65800,1943,2002
Meath,4531,NAVAN (Tara Mines),52,284700,268400,533930,64306,1986,2014
Meath,4623,DUNBOYNE G.S.,72,301300,242300,532515,62835,1949,1990
Meath,4731,WILKINSTOWN (Ladyrath),91,288000,278400,534452,63955,1994,1998
Meath,4931,TRIM GOLF CLUB,66,277600,252800,533109,64947,1998,2013
Meath,1832,LAYTOWN G.S.,9,315900,272400,534119,61443,1983,1985
Meath,1831,CROSSAKIEL G.S.,160,264700,274200,534250,70110,1943,1984
Meath,931,KELLS (HEADFORT),67,276100,276900,534410,65050,1892,2002
Meath,5031,WILKINSTOWN (Yellow River),61,284100,276100,534340,64332,1998,
Meath,5131,KILSKYRE (Robinstown),87,268500,272000,534134,65748,1998,
Meath,5231,SLANE (Ardcalf),125,294670,277505,534419,63358,1998,
Meath,1931,OLDCASTLE (G.E.SCHOOLS),108,255500,280300,534610,70930,1943,1969
Meath,1932,LAYTOWN (THE NINCH),18,314800,271300,534045,61545,1991,1996
Meath,5531,MOYNALTY (Shancarnan),91,271700,283700,534752,65441,2001,2018
Meath,5631,ENFIELD (Newcastle House),91,275700,241600,532510,65140,2003,
Meath,5931,DUNMOE-Graigs_Lane,84,289485,271750,534117,63847,2011,
Meath,1031,ATHBOY (FRAYNE),87,270400,261700,533600,65610,1933,1968
Meath,1032,DULEEK G.S.,29,304700,268200,533910,62500,1949,1996
Meath,1132,JULIANSTOWN G.S.,15,313300,270500,534020,61710,1949,1983
Meath,132,RATOATH (Jamestown),85,302500,251400,533010,62720,1957,1958
Meath,331,ENFIELD (SUMMERHILL),113,284500,247700,532820,64340,1894,1951
Meath,9123,BARROCKSTOWN,84,292100,242000,532512,63654,1997,2006
Meath,131,BEAUPARC,68,296900,269500,534000,63200,1926,1938
Meath,2332,BELLEWSTOWN (Collierstown),123,308400,267000,533829,62137,1997,
Meath,2331,TRIM G.S.,58,280300,256600,533310,64720,1944,1997
Monaghan,2437,CLONES,89,250000,326300,541100,71400,1950,2008
Monaghan,339,EMYVALE G.S.,56,267700,344200,542030,65730,1942,1984
Monaghan,639,MONAGHAN (Castleshane),94,272160,332480,541410,65339,1970,
Monaghan,685,EMYVALE WWTP,58,267960,343600,542012,65721,2017,
Monaghan,2737,ROCKCORRY,99,264600,319000,540658,70042,1951,2003
Monaghan,2837,SMITHBORO G.S.,69,259000,330600,541315,70545,1951,1993
Monaghan,139,MONAGHAN (St.Patrick's Coll.),57,266400,335600,541555,65850,1951,1960
Monaghan,3137,NEWBLISS,113,256500,323500,540925,70805,1952,1969
Monaghan,3138,CASTLEBLAYNEY (DRUMGRISTON),117,285600,316800,540534,64127,1984,1998
Monaghan,739,MONAGHAN (Knockroe),67,266145,333415,541443,65910,1979,
Monaghan,785,KILKIT WTP,229,273030,314295,540422,65307,2017,
Monaghan,238,CARRICKMACROSS (VOC.SCH.),40,283600,304100,535845,64330,1947,1958
Monaghan,3537,NEWBLISS (GLINCH),107,256600,323900,540940,70800,1970,1970
Monaghan,239,EMYVALE (DRUMFURRER),184,258500,346800,542200,70600,1952,1959
Monaghan,3637,NEWBLISS (Drumshannon),137,257465,324225,540950,70716,1971,
Monaghan,3638,KINGSCOURT (Drummond),55,280800,299055,535605,64614,1990,
Monaghan,3838,CASTLEBLAYNEY (Carrickaslane),122,280600,324400,540943,64556,1998,2009
Monaghan,439,MONAGHAN G.S.,65,267300,334000,541500,65800,1942,1972
Monaghan,839,EMYVALE,58,267695,344130,542029,65736,1984,
Monaghan,838,CASTLEBLANEY G.S.,115,282600,319400,540700,64410,1943,1982
Monaghan,4237,NEWBLISS (Crappagh),113,258525,321475,540821,70619,1985,
Monaghan,937,BALLYBAY (TRANS.STN.),90,271600,319500,540710,65420,1942,2001
Monaghan,938,CORRINSHEGAGH G.S.,97,288200,312400,540310,63910,1943,1986
Monaghan,5437,SHANTONAGH (Tooa),152,275300,312300,540314,65103,1999,
Monaghan,5537,CLONES (Dunseark),137,251900,322200,540846,71220,1999,2020
Monaghan,6037,BALLYBAY_WETLANDS,64,270400,320200,540733,65524,2008,2013
Monaghan,2038,CARRICKMACROSS (Dunoge),88,281735,303600,535831,64518,1958,
Monaghan,539,SCOTSTOWN G.S.,84,261000,337000,541640,70350,1942,1965
Monaghan,1038,INNISKEEN G.S.,51,293200,307200,540020,63440,1943,1966
Monaghan,6437,CASTLEBLANEY (Coose),175,280460,313100,540339,64619,2009,
Offaly,2522,BLACKWATER (BORD NA MONA),49,200200,225300,531640,75950,1962,2005
Offaly,222,TURRAUN (Bord na Mona),50,216900,223400,531540,74450,1913,1962
Offaly,2622,DERRINLOUGH (BORD NA MONA),61,208200,214600,531055,75240,1970,1994
Offaly,2714,CLONBULLOGE G.S.,70,261000,223500,531530,70510,1946,1971
Offaly,2822,TULLAMORE MUCKLAGH N.S.,69,230600,222400,531505,73230,1973,1982
Offaly,119,BIRR CASTLE,56,205000,204900,530540,75530,1862,1939
Offaly,722,BALLYCUMBER (BOHER SCH.),67,218700,230600,531930,74310,1947,1951
Offaly,1422,TULLAMORE G.S.,58,233700,225100,531630,72940,1942,1985
Offaly,3122,BALLYCUMBER (BORD NA MONA),62,218800,232900,532046,74303,1984,2000
Offaly,3231,EDENDERRY G.S.,85,262700,232500,532020,70330,1951,1999
Offaly,3322,BELMONT MILLS,46,206800,221800,531448,75354,1986,2004
Offaly,1514,EDENDERRY (THE TUNNEL),81,264400,231300,531940,70200,1931,1989
Offaly,3422,GEASHILL,85,245339,220849,531411,71918,2002,2018
Offaly,3431,DERRYGREENAGH,90,249300,238200,532330,71530,1955,
Offaly,1519,MEELICK (Victoria Lock),39,194600,212900,531000,80450,1902,
Offaly,1522,KILCORMAC G.S.,64,218200,213900,531030,74340,1942,1989
Offaly,3522,HORSELEAP,72,227927,236940,532256,73452,2007,
Offaly,3619,SHINRONE G.S.,70,204500,192500,525900,75600,1943,1994
Offaly,3622,TULLAMORE (ST. CATHERINES),61,234626,224701,531618,72854,1900,1928
Offaly,1614,CLONSAST (BORD NA MONA),73,253500,216000,531130,71200,1937,1989
Offaly,822,BELMONT O.P.W.,49,207200,222000,531455,75330,1948,1951
Offaly,1622,MOUNTBOLUS G.S.,100,224900,216400,531150,73740,1942,1966
Offaly,4119,MONEYGALL G.S.,125,203200,181100,525250,75710,1943,1984
Offaly,1685,EDENDERRY-BALLINLA,85,256980,231930,532005,70844,2019,
Offaly,1714,DAINGEAN G.S.,78,247200,227100,531730,71730,1942,1992
Offaly,1719,BANAGHER (CANAL HSE.),37,200400,216000,531140,75940,1893,2015
Offaly,1722,RAHAN G.S.,54,225000,225600,531650,73730,1942,1970
Offaly,919,BIRR (JOHN'S MALL),57,206300,204900,530540,75420,1939,1955
Offaly,4831,CORBETSTOWN,80,255500,240000,532425,70957,1997,
Offaly,922,BALLYCUMBER G.S.,52,220900,230700,531935,74110,1952,1956
Offaly,1822,FERBANE G.S.,47,211300,224400,531610,74950,1942,1986
Offaly,4919,BIRR,72,207400,204400,530525,75325,1954,2009
Offaly,314,EDENDERRY (TUBBERDALY),101,252200,231700,532000,71300,1923,1944
Offaly,5619,KINNITTY CASTLE,143,220300,205800,530610,74150,1962,1994
Offaly,5685,CLONMACNOISE,46,200930,230635,531934,75912,2018,
Offaly,2019,KINNITTY G.S.,110,218600,205500,530600,74320,1942,1985
Offaly,6314,EDENDERRY (BALLINLA),91,258300,231600,531952,70730,1990,
Offaly,6319,BANAGHER MALTING COMPANY,46,201500,213600,531024,75838,1984,2005
Offaly,322,CLARA (TRANS.STN.),67,225300,223100,532050,73710,1942,1956
Offaly,2119,SHANNONBRIDGE G.S.,41,196900,225300,531640,80250,1942,1974
Offaly,7314,GEASHILL (Sranure),86,245945,216680,531156,71848,2018,
Offaly,7429,CLONMACNOISE,46,200932,230635,531935,75912,2012,2019
Offaly,2231,RHODE G.S.,94,253600,233600,532100,71140,1944,1985
Offaly,2322,BOORA,58,218000,219700,531340,74350,1950,2006
Offaly,622,BALLYCUMBER (BELAIR),91,217800,231500,532000,74400,1923,1946
Offaly,2422,LEMANAGHAN (BORD NA MONA),55,215200,225900,531700,74620,1962,1989
Roscommon,629,BALLINAMEEN G.S.,91,180100,294100,535345,81810,1952,1955
Roscommon,1227,CLOONFAD G.S.,64,150300,271000,534110,84510,1941,1964
Roscommon,1228,BALLINTUBBER G.S.,78,172900,274500,534310,82440,1944,1997
Roscommon,1229,FRENCHPARK (CORRAN HSE.),80,173100,291200,535210,82430,1944,1952
Roscommon,2629,COOTEHALL G.S.,46,189600,303800,535900,80930,1942,1981
Roscommon,2729,CARRICK-ON-SHANNON E.S.B.,56,192700,298800,535620,80640,1942,1993
Roscommon,1329,BOYLE (ROCKINGHAM),53,186000,303500,535850,81250,1945,1951
Roscommon,228,CASTLEREA (Hanly Sch.),69,167800,279800,534600,82920,1935,1958
Roscommon,229,STROKESTOWN (Castlenode),49,194500,279100,534540,80500,1908,1962
Roscommon,2928,ATHLEAGUE,61,181800,257500,533403,81630,2010,
Roscommon,3329,CROGHAN G.S.,104,185400,295800,535440,81320,1944,1969
Roscommon,3429,ELPHIN G.S.,92,187200,288500,535045,81140,1944,1983
Roscommon,428,BALLINLOUGH (DISP. RES.),94,157900,277100,534430,83820,1944,1956
Roscommon,1528,BALLYFORAN G.S.,50,182400,246600,532810,81555,1944,1983
Roscommon,3529,BOYLE (VOC.SCH.),62,180700,302600,535820,81740,1944,1971
Roscommon,429,ROSCOMMON G.S.,60,187700,264200,533740,81110,1929,1961
Roscommon,1529,DRUMSNA (Albert Lock),45,200000,295800,535440,80000,1876,
Roscommon,3629,BALLAGHADERREEN (VOC.SCH.),87,161700,294700,535400,83500,1944,1993
Roscommon,3729,TULSK G.S.,64,183500,280900,534640,81500,1944,1984
Roscommon,3829,CLONARK G.S.,60,197800,235500,532210,80200,1944,1983
Roscommon,4129,LECARROW,47,196900,254900,533240,80250,1952,
Roscommon,4229,STROKESTOWN G.S.,62,193000,281100,534645,80620,1952,1964
Roscommon,4329,MOUNTDILLON,49,199400,271800,534145,80030,1952,1993
Roscommon,4529,ROSCOMMON (VOC.SCH.),58,187600,264900,533800,81115,1962,1984
Roscommon,4829,STROKESTOWN (ELPHIN ST.),62,193200,281100,534645,80610,1964,1987
Roscommon,928,TAUGHMACONNELL G.S.,59,189800,238900,532400,80910,1941,1993
Roscommon,5029,DERRYCASHEL,46,201900,275200,534335,75815,1968,1998
Roscommon,1885,CASTLEREA_WWTP,69,167370,278700,534525,82944,2019,
Roscommon,5229,BOYLE (Marian Road),62,180000,302300,535810,81820,1971,
Roscommon,5529,LANESBORO CULLBEG,50,203000,282300,534724,75714,1984,1998
Roscommon,5585,BALLYMORE,120,178580,299265,535633,81937,2019,
Roscommon,1975,MT DILLON,39,201306,275240,534337,75851,2003,
Roscommon,5729,ELPHIN,92,186935,288435,535140,81154,1984,2016
Roscommon,5829,ROSCOMMON (Voc.Sch.) II,58,186700,264100,533735,81202,1984,
Roscommon,2028,ATHLEAGUE G.S.,53,183300,257600,533405,81505,1951,1988
Roscommon,5929,ARIGNA POWER STATION,74,195000,315900,540533,80435,1985,1994
Roscommon,6129,FRENCHPARK CALLOW,73,169600,295500,535430,82744,1986,
Roscommon,6329,STROKESTOWN (Carrowclogher),52,192615,278350,534518,80646,1987,
Roscommon,6429,AUGHAFIN,59,194400,313000,540357,80507,1993,2005
Roscommon,6629,CLOONTUSKERT,55,197800,272600,534211,80202,1993,1998
Roscommon,2129,KEADUE G.S.,79,190900,311200,540300,80820,1928,1993
Roscommon,6729,BALLYMORE,119,178530,299320,535635,81940,1995,2019
