County,Station Number,name,Height(m),Easting,Northing,Latitude,Longitude,Open Year,Close Year
Cork,2102,BALLINSPITTLE G.S.,15,158700,46200,514000,83550,1949,1995
Cork,2101,BANTRY (Rooska),30,92400,45200,513857,93318,1994,1996
Cork,6206,LOMBARDSTOWN (Drompeach),134,146300,94200,520549,84702,1985,2019
Cork,6204,BALLINCURRIG_(Peafield),158,186285,84265,520039,81202,1995,
Cork,6306,BANTEER LYRE,267,141500,92500,520453,85111,1985,
Cork,2104,CASTLEMARTYR G.S.,14,196100,73200,515440,80325,1944,1965
Cork,6304,CLOYNE (LISANLEY),55,190600,67100,515122,80810,1996,
Cork,6404,COOLEA (MILLEENS),198,114400,76500,515603,91439,1999,2009
Cork,1101,BANTRY (ARDNAGASHEL),16,98100,52900,514310,92830,1953,1989
Cork,1104,BALLINACURRA,7,188500,72000,515400,81000,1904,1984
Cork,6506,MILLSTREET SEWAGE WORKS,101,127500,91000,520358,90328,1986,
Cork,6504,LITTLE ISLAND,15,175600,73700,515454,82117,1999,
Cork,6485,YOUGHAL_WWTP,0,209890,79145,515753,75125,2021,
Cork,6585,Millstreet_Drishane_Castle,100,127460,91020,520401,90331,2020,
Cork,1075,ROCHES POINT,40,182779,60625,514735,81440,2004,
Cork,6606,MALLOW (SEWAGE TREATMENT WORKS),55,157600,98000,520756,83712,1988,2012
Cork,602,CASTLETOWNSHEND (GLENBARRAHANE),30,119100,31800,513200,91000,1892,1943
Cork,6604,FOTA ISLAND (GOLF CLUB),15,179600,71800,515352,81748,1999,
Cork,6706,MITCHELSTOWN (CORRACUNNA),110,182700,114300,521649,81511,1988,1988
Cork,2201,BANTRY (Shandrum),80,102070,52175,514250,92503,1999,
Cork,601,CASTLETOWNBERE (FILANE WEST),168,71500,47800,514005,95125,1948,2003
Cork,6704,CASTLEMARTYR (KILLAMUCKY),18,195300,73900,515502,80405,2000,2004
Cork,6804,ROSTELLAN,15,187500,65400,515028,81052,2003,2003
Cork,6806,ARAGLEN TROUT FARM II,73,190500,105300,521159,80818,1988,1991
Cork,6906,MILLSTREET (Coomlogane),113,126000,90900,520355,90445,1991,
Cork,6904,MIDLETON (KILVA),72,189800,69300,515232,80852,2005,2006
Cork,1102,CASTLETOWNSHEND G.S.,40,118500,31200,513140,91030,1950,1960
Cork,575,MOORE PARK,46,181900,101400,520950,81550,2003,
Cork,7006,BARTLEMY,98,181900,87600,520225,81552,1992,
Cork,7004,LADYSBRIDGE-Parknahyla,70,196500,70300,515307,80301,2009,2016
Cork,7206,GLENVILLE (GLENASACK),201,167600,91900,520443,82822,1993,1997
Cork,2206,BANTEER G.S.,75,139100,98000,520750,85320,1944,1970
Cork,2204,CARRIGNAVAR G.S.,116,167200,82000,515920,82840,1944,1966
Cork,2202,DRINAGH G.S.,114,120100,44500,513850,90915,1949,1970
Cork,7204,MACROOM (Cahirbaroule),206,136100,78000,515703,85545,2013,
Cork,7104,GERNAPEKA,152,110360,65930,515020,91805,2009,
Cork,7306,NEWMARKET (New Street),152,131600,107500,521255,90005,1993,
Cork,7304,KILLEAGH_Mogeely,39,198135,76630,515632,80140,2014,
Cork,604,MIDLETON RECTORY,11,188500,73800,515500,81000,1943,1946
Cork,104,BALLINHASSIG RECTORY,73,163200,62800,514900,83200,1941,1943
Cork,7406,MALLOW_(SpaHouse),61,156500,98700,520820,83806,1996,
Cork,7404,UCC,10,166597,71978,515359,82910,2015,
Cork,7506,BANTEER (GLENSOUTH),161,142500,92600,520458,85020,1997,2015
Cork,7504,CASTLEMARTYR-Dower_Pumphouse,10,197955,72925,515432,80150,2016,2019
Cork,8004,LOTA LODGE NO.2,30,172386,72677,515422,82407,1911,1925
Cork,7704,CORK (PARK VIEW),37,168351,72392,515412,82738,1910,1937
Cork,7604,MACROOM (Kilnamartyra),165,122365,72330,515354,90743,2017,
Cork,7906,BALLYHOOLY (CASTLEBLAGH),140,171900,97600,520746,82435,2001,
Cork,7804,CORK (THE PALACE),12,166967,71412,515340,82850,1895,1911
Cork,7904,LOTA LODGE NO.1,61,172386,72677,515422,82407,1909,1937
Cork,7806,MITCHELSTOWMN (CORK STREET),91,181700,112800,521600,81604,2000,2009
Cork,8306,SHANBALLYMORE,75,167200,107600,521308,82850,2002,2010
Cork,2301,BANTRY (Donemark),24,100400,50700,514200,92625,2002,2007
Cork,8206,MITCHELSTOWN (Glenatluckey),168,183000,109700,521420,81455,2001,
Cork,8104,QUEENS COLLEGE CORK,20,166297,71231,515334,82925,1866,1907
Cork,8204,BALLINGEARY_Tooreenduff,104,113310,65765,515017,91530,2021,
Cork,8706,KILWORTH (Kilally),108,182300,104000,521116,81530,2008,
Cork,2306,GLANTAINE G.S.,94,148800,95000,520615,84450,1944,1984
Cork,2304,BALLINCURRIG G.S.,92,184500,81700,515915,81330,1944,1969
Cork,2302,LEAP G.S.,32,121400,37200,513455,90805,1949,1970
Cork,8606,CASTLELYONS (BALLYMACSIMON),72,189400,89900,520339,80918,2005,
Cork,8406,CONNA (CASTLEVIEW),30,195600,94500,520610,80350,2003,
Cork,8906,MUSHERA,300,131315,86540,520138,90005,2010,
Cork,8806,LOMBARDSTOWN-Gortmore,128,144300,95600,520636,84846,2008,
Cork,9006,Charleville_Golf_Club,130,151300,121500,522035,84253,2010,
Cork,9306,MALLOW-Racecourse,53,153130,97550,520742,84106,2013,2018
Cork,9206,Mallow(Lavally_Lower),145,159281,97560,520744,83543,2013,2016
Cork,9706,MALLOW (OLD DRAMORE),89,155653,93662,520537,83852,1890,1895
Cork,9602,M.CAPE CLEAR BIRD OBSERVATIONS,15,95300,21900,512625,93021,1985,1988
Cork,2404,WATERGRASSHILL,184,176400,84400,520040,82040,1946,1988
Cork,1202,KINSALE (SCILLY HSE.),19,163900,50600,514225,83120,1921,1966
Cork,210,ROCKCHAPEL G.S.,198,121700,115900,521720,90850,1941,1954
Cork,1201,BANTRY (ST.JOSEPH'S HOSP.),46,100100,49000,514105,92640,1974,1990
Cork,9704,M.BALLINGEARY (Tooreenaneen),323,113100,64500,514935,91540,1948,
Cork,9604,M.BALLINGEARY (Meelin Mtn.),341,114000,71600,515325,91500,1948,
Cork,2402,DUNMANWAY (INCHANADREEN),125,119400,54500,514415,91000,1950,1995
Cork,9702,M.COOLKELURE (DROMDRASDIL),232,117300,54300,514405,91150,1948,1949
Cork,9606,MALLOW (LONGUEVILLE),98,149344,98576,520814,84426,1896,1937
Cork,1203,ALLIHIES G.S.,58,58700,45400,513835,100230,1950,1969
Cork,2401,BANTRY (Letterlickey),91,100100,43500,513808,92635,2009,2012
Cork,1204,SHANAGARRY (KINOITH),24,197700,67300,515130,80200,1910,1964
Cork,9806,MALLOW (SUMMERHILL),80,156351,97211,520732,83817,1896,1921
Cork,9802,M.COOLKELURE (PIG'S HILL),320,115700,52000,514250,91310,1948,1949
Cork,1206,BOHERBUE G.S.,201,126600,101300,520930,90420,1944,1972
Cork,9804,M.BALLYVOURNEY (Knockacommeen),415,116000,80700,515820,91320,1948,
Cork,9902,M.SCHULL (MT.GABRIEL),396,93200,34800,513320,93225,1948,1955
Cork,2410,ROCKCHAPEL (Cappaphaudeen),256,116000,110800,521434,91350,1982,2009
Cork,2406,GLENVILLE G.S.,152,170900,88100,520240,82525,1944,1996
Cork,9904,M.INCHIGEELAGH (Pipe Hill),299,120100,62100,514820,90930,1948,
Cork,204,CARRIGTUOHILL RECTORY,33,188500,73800,515500,81000,1938,1943
Cork,9906,M.MALLOW FOREST,229,160200,115100,521711,83500,1995,2007
Donegal,9942,M.GREENCASTLE (Craughaulin Mtn),320,262500,442000,551315,70105,1948,
Donegal,9941,M.DUNLEWY (CRYSTAL ROCK),427,194500,421300,550220,80510,1948,1955
Donegal,9940,M.LOUGH ESKE (Burns Mtn.),274,194300,384200,544220,80520,1953,
Donegal,2440,ARDNAWARK BARNESMORE,87,201445,384310,544225,75841,1982,
Donegal,2441,GWEEDORE WEIR,61,185330,422430,550257,81349,1997,2019
Donegal,341,BUNBEG G.S.,32,180400,423800,550340,81825,1948,1959
Donegal,340,BUNDORAN G.S.,25,182200,358900,542840,81630,1942,1952
Donegal,1241,ARRANMORE ISLAND,91,167800,415500,545910,83010,1956,1968
Donegal,345,CLONMANY (MEENDORAN LAKE),134,239700,443400,551410,72235,1948,1957
Donegal,2537,PETTIGO,88,210400,366400,543245,75020,1950,1996
Donegal,342,BALLYBOFEY (BARNESMORE GAP),183,204500,387900,544420,75550,1948,1964
Donegal,2541,GLENTORNAN,66,189900,419000,550107,80930,2004,2012
Donegal,1243,LETTERKENNY (Magherenan),9,219200,412000,545720,74200,1978,2011
Donegal,642,CASTLEFIN G.S.,15,226500,395100,544810,73515,1948,1991
Donegal,1242,STRANORLAR (Cavan Lower),27,217525,395245,544817,74342,1965,2016
Donegal,641,GLENCOLUMBKILLE G.S.,21,154200,385000,544240,84240,1950,1991
Donegal,343,RATHMULLEN G.S.,6,229700,427600,550540,73205,1948,1961
Donegal,344,ROSAPENNA HOTEL,9,211100,437700,551110,74930,1949,1962
Donegal,1244,GLENVEAGH,52,204000,422700,550305,75615,1967,2010
Donegal,644,DUNFANAGHY G.S.,12,201800,437400,551100,75820,1948,1984
Donegal,643,CHURCHILL G.S.,133,207000,415900,545925,75325,1950,1972
Donegal,2641,DUNLEWY LOUGH,107,192365,419675,550128,80712,2012,
Donegal,2640,BRUCKLESS,15,175065,376575,543812,82313,1985,
Donegal,645,CARNDONAGH (Rocksmount) II,30,248440,445940,551529,71420,1984,
Donegal,2840,INVER,15,182600,378400,543912,81610,1987,1991
Donegal,1341,GWEEDORE (GEN.STN.),64,187600,422000,550242,81140,1958,1997
Donegal,1344,CARRIGART (DRUMREEN),88,213600,434600,550930,74710,1968,1969
Donegal,1343,SPEENOGE (GRIANAN ESTATE),5,235800,421700,550230,72625,1961,1990
Donegal,1342,RAPHOE,70,226200,403000,545225,73530,1966,1968
Donegal,2940,KILLYBEGS WATERWORKS,122,171000,378200,543903,82700,1995,2002
Donegal,141,GWEEDORE E.S.B.(Clady),61,185200,422500,550300,81355,1956,1958
Donegal,140,DUNKINEELY RECTORY,32,176300,376200,543800,82200,1935,1945
Donegal,1441,GLENCOLUMBKILLE (CASHEL),30,153400,384600,544225,84325,1966,1976
Donegal,1440,PETTIGO (MEENSHEEFIN),148,201600,370100,543445,75830,1952,2000
Donegal,1444,MILFORD KILMACRENNAN ROAD,30,219200,426400,550506,74157,1984,2003
Donegal,1442,FINTOWN (LAKE VIEW),152,191800,402100,545200,80740,1967,1968
Donegal,3237,BALLYSHANNON (Cherrymount),30,190055,360415,542931,80915,1954,
Donegal,1443,ILLIES (Pollan Dam Waterworks),152,241640,433925,550903,72051,2002,
Donegal,740,CARRICK G.S.,32,159200,379100,543930,83755,1948,1996
Donegal,743,KILMACRENNAN G.S.,44,214200,420200,550145,74640,1950,1984
Donegal,741,CLOGHER G.S.,15,172600,398900,545015,82535,1950,1996
Donegal,742,CLOGHAN,131,204100,399500,545035,75610,1948,1970
Donegal,142,CONVOY G.S.,49,221400,401400,545135,74000,1948,1949
Donegal,744,FALCARRAGH G.S.,52,193600,432300,550815,80600,1948,1984
Donegal,145,MALIN HEAD S.W.S.(Old Site),23,241900,458600,552220,72020,1885,1975
Donegal,240,LOUGH ESKE (CLOGHER),223,201700,381100,544040,75825,1953,1957
Donegal,1575,MALIN HEAD,20,241939,458562,552219,72021,2009,
Donegal,1540,CARRICK (CROVE),186,167100,384400,544225,83040,1952,1965
Donegal,1541,ARDARA(KILGOLE),15,173200,391100,544600,82500,1970,1989
Donegal,1544,BLOODY FORELAND,29,185510,432825,550833,81341,1984,
Donegal,1543,KILMACRENNAN (Massreagh),49,213845,420170,550144,74703,2002,
Donegal,1542,DRUMKEEN(LEGLAND),128,214300,402600,545215,74640,1974,1977
Donegal,241,GWEEDORE (MEENACUING),84,188000,422100,550245,81115,1948,1958
Donegal,144,DUNFANAGHY (St.Patrick's),9,202100,437400,551100,75800,1880,1948
Donegal,243,RAMELTON (LENNON BANK),21,222800,421500,550225,73835,1948,1961
Donegal,143,BUNCRANA RECTORY,15,235100,431900,550800,72700,1929,1944
Donegal,440,DONEGAL (CULLIONBOY W.W.),94,199700,382200,544115,80015,1948,1952
Donegal,244,DUNLEWY (MEENAGOPPAGH),204,196200,423100,550320,80335,1948,1955
Donegal,242,LIFFORD (DIST.HOSP.),11,233200,398200,544950,72900,1948,1953
Donegal,1641,CROLLY (Filter Works),91,184030,418125,550037,81501,1972,
Donegal,1640,FROSSES (CRONAGASS),216,184300,386400,544330,81435,1952,1972
Donegal,245,CARNDONAGH (Rocksmount),30,248400,446000,551530,71420,1934,1984
Donegal,443,LETTERKENNY G.S.,8,216700,410900,545645,74420,1948,1972
Donegal,1642,BALLYBOFEY NAVENNY,26,214645,393955,544736,74623,1982,
Donegal,1644,CREESLOUGH (ARDS ROAD),8,206400,432500,550824,75356,1984,2007
Donegal,442,STRANORLAR (VOC.SCH.),21,214500,395000,544810,74630,1948,1982
Donegal,441,GLENTIES HATCHERY,44,181510,393730,544728,81715,1923,
Donegal,840,MOUNTCHARLES G.S.,91,187400,377500,543845,81140,1948,1991
Donegal,445,CLONMANY (MEENDORAN COTTAGE),55,239000,444300,551440,72310,1957,1991
Donegal,844,CREESLOUGH (Brockagh),119,201625,425840,550448,75831,1948,
Donegal,199,RITCHIES BAY,0,172000,374000,543648,82600,1993,
Donegal,843,NEWTOWNCUNNINGHAM G.S.,15,231500,416900,545955,73030,1950,1984
Donegal,841,ARDARA (WOODHILL),27,173900,390300,544535,82420,1950,1987
Donegal,444,MILFORD (MULROY TERRACE),30,219200,426700,550515,74200,1948,1960
Donegal,842,FINTOWN,155,191900,402100,545200,80735,1948,1964
Donegal,1742,FINTOWN (Kingarrow),198,196420,405425,545347,80324,1984,
Donegal,1741,GLENCOLUMBKILLE (DRIMROE),49,154700,385000,544240,84210,1976,1997
Donegal,1740,BUNDORAN (MAGHERACAR)G.S.,12,182000,358500,542830,81640,1953,1994
Donegal,1744,KINDRUM,9,219100,442100,551333,74200,1984,2001
Donegal,4737,BALLYSHANNON (LAHEEN),88,191200,365000,543210,80810,1991,1999
Donegal,4885,ARDARA WWTP,13,173005,391405,544611,82513,2019,
Donegal,4985,GWEEDORE WEIR,56,185330,422430,550257,81349,2019,
Donegal,1844,FALCARRAGH (Lough Altan),137,193675,425925,550450,80559,1988,
Donegal,1840,LOUGH ESKE (EDERGOLE),94,197400,387000,544350,80230,1953,2008
Donegal,5085,LOUGH MOURNE WTP,158,208730,391080,544603,75154,2019,
Donegal,1842,BALLYBOFEY LOUGH MOURNE II,186,207300,390200,544534,75311,1987,2003
Donegal,1841,OWENEA (GREENANS),76,187900,394100,544740,81120,1981,2013
Donegal,5185,RAPHOE (Tops),100,225805,400285,545059,73556,2019,
Donegal,941,DOOCHARY (CUMMEEN),56,190400,409700,545605,80900,1950,1981
Donegal,5237,FINNER,45,184200,360400,542931,81423,1996,2011
Donegal,940,BALLINTRA G.S.,40,191800,370000,543440,80735,1948,1991
Donegal,942,CARROWKEEL,15,251000,431500,550740,71200,1950,2002
Donegal,5337,PETTIGO (THE CROSS),64,208600,365400,543212,75202,1997,2003
Donegal,943,LOUGH SALT,259,212300,425600,550440,74825,1968,1972
Donegal,944,CREESLOUGH (Carrownamaddy),88,203200,431800,550800,75700,1948,
Donegal,1940,LOUGH ESKE (DRIMNACARRY),43,196700,381900,544105,80305,1953,2008
Donegal,1942,CARRIGANS (Kildrum),61,237480,414805,545846,72455,1996,
Donegal,1941,DERRYHENNY DOOCHARY,57,183775,403805,545254,81512,1981,
Donegal,1944,DUNFANAGHY (Murroe),76,199450,434155,550916,80034,1996,
Donegal,5737,PETTIGO (Belault),72,207110,366685,543254,75327,2004,
Donegal,2042,KILLYGORDON (Ballyarrell),15,222220,393720,544727,73919,1999,
Donegal,2041,KINCASSLAGH,35,175385,419600,550124,82308,1984,
Donegal,2040,LOUGH ESKE (KEADUE),87,201100,383600,544200,75900,1953,1982
Donegal,2075,FINNER,33,184300,360635,542938,81435,2010,
Donegal,2044,GLENVEAGH CASTLE,46,202130,420895,550208,75803,1996,2011
Donegal,540,DONEGAL (DIST.HOSP.),17,193500,378600,543920,80600,1948,1951
Donegal,1041,LOUGHANURE (VOC.SCH.),44,181300,398300,544955,81725,1950,1965
Donegal,1040,MOUNTCHARLES (THE HALL),16,187600,376800,543820,81130,1950,1971
Donegal,541,DUNLEWY,113,190900,420500,550155,80835,1948,2003
Donegal,1044,KERRYKEEL G.S.,23,221400,432300,550815,73950,1950,1991
Donegal,544,MILFORD G.S.,30,219300,426600,550510,74150,1948,1991
Donegal,1043,LETTERKENNY (Dromore),20,220605,410955,545645,74045,1970,
Donegal,1042,PETTIGO (Lough Derg),146,209110,373145,543623,75135,1952,
Donegal,543,BUNCRANA G.S.,29,234900,431900,550800,72710,1948,1984
Donegal,542,GREENCASTLE,53,264600,440800,551236,65909,1948,
Donegal,2142,ALTNAPASTE,61,206500,395900,544840,75357,2001,2009
Donegal,2141,ARDARA (LURGANBOY),37,174500,390200,544532,82348,1987,1994
Donegal,2140,KILCAR (FOR.STN.),195,166500,379800,543955,83110,1967,1976
Donegal,545,MALIN HEAD (Manual),22,241900,458600,552220,72020,1957,2010
Donegal,2144,KERRYKEEL (SHORE ROAD),6,221400,434300,550919,73954,2002,2004
Donegal,2237,BALLYSHANNON (Cathleen's Fall),38,188660,361120,542954,81033,1945,
Donegal,8085,Ballyshannon_Cherrymount,30,190065,360410,542931,80915,2020,
Donegal,2241,KILCLOONEY MORE,27,171685,396140,544844,82628,1995,
Donegal,8185,Glenveagh_National_Park,52,204040,422655,550305,75615,2020,
Donegal,2240,FROSSES (MEENAGRAN),76,184500,383600,544200,81425,1972,2011
Donegal,2244,HORN HEAD,50,200826,438068,551123,75916,1892,1917
Donegal,8285,Illies_WTP,152,241620,433920,550903,72053,2020,
Donegal,2242,QUIGLEY'S POINT (Three Trees),6,250090,429015,550621,71257,2002,
Donegal,1142,BALLYBOFEY (LOUGH MOURNE),186,206500,389900,544525,75355,1964,1987
Donegal,1141,OWENEA (LIGNAGILLEW),93,187200,393500,544720,81155,1953,1981
Donegal,1140,KILLYBEGS,15,171300,375800,543745,82640,1950,1994
Donegal,1144,MILFORD (VOC.SCH.),52,219200,427000,550525,74200,1960,1984
Donegal,1143,TERMON (Goldrum),152,212285,423820,550342,74831,1972,
Donegal,2337,BALLYSHANNON (CLIFF HSE.),50,193500,360100,542920,80600,1945,1991
Donegal,2340,KILCAR (Cronasillagh),128,164935,377300,543834,83238,1976,
Donegal,2342,RAPHOE (Tops),61,225805,400285,545059,73556,2002,2019
Donegal,2341,DUNGLOE,18,176385,410960,545644,82209,1998,
Donegal,9641,M.GLENTORNAN (Grogan More),442,185700,418500,550050,81325,1948,
Donegal,9640,M.LOUGH ESKE (BROCKAHY) II,183,197200,387700,544415,80235,1994,2008
Donegal,9740,M.MOUNTCHARLES (MUNTERNESSE),34,184400,374900,543720,81430,1975,1982
Donegal,9741,M.GLENTORNAN (L.Nabruckbaddy),366,186400,418400,550045,81245,1948,
Donegal,9840,M.LOUGH ESKE (BROCKAHY),305,196900,388300,544435,80255,1953,1994
Donegal,9841,M.OWENEA (LOUGH SHIVNAGH),276,187400,391600,544620,81145,1953,2013
Dublin,10323,STILLORGAN (FARMLEIGH),67,320514,227230,531655,61138,1915,1935
Dublin,10223,ROYAL BOTANIC GARDENS (GLASNEVIN,17,315083,237179,532221,61618,1880,1925
Dublin,10123,DUBLIN (FITZWILLIAM SQUARE),16,316404,233098,532008,61512,1908,1937
Dublin,1223,BELGARD CASTLE,125,307400,229300,531810,62320,1914,1963
Dublin,632,LUSK G.S.,23,321700,254300,533130,60955,1949,2012
Dublin,1232,KINSALEY (AGR.RES.STN.),19,321500,242900,532520,61020,1961,2004
Dublin,2523,DUBLIN (Ringsend),7,318900,233900,532030,61250,1911,
Dublin,2623,HOWTH CASTLE,11,327900,239000,532310,60440,1913,1971
Dublin,2723,STILLORGAN (VARTRY HSE.),80,320200,226800,531640,61150,1915,1999
Dublin,2732,ARDGILLAN,62,321791,261102,533509,60942,1894,1938
Dublin,1323,DUBLIN (KENILWORTH SQ.),30,314900,231000,531900,61630,1925,1957
Dublin,2832,MALAHIDE (SEAMOUNT),46,323534,245094,532630,60830,1908,1939
Dublin,1332,MALAHIDE CASTLE,18,322200,245400,532640,60940,1965,
Dublin,2823,DUBLIN (RATHFARNHAM CASTLE),54,314400,229100,531800,61700,1920,1970
Dublin,2923,PEAMOUNT (SAN.),88,301200,230800,531905,62850,1926,1980
Dublin,232,MALAHIDE G.S.,5,322800,245900,532655,60905,1949,1960
Dublin,723,KILLINEY (RATHLEIGH),44,325700,223800,531500,60700,1925,1949
Dublin,3023,HOWTH (DANESFORT),122,328200,236900,532200,60425,1931,1989
Dublin,1423,DUBLIN (BONHAM ST.),11,314500,234100,532040,61650,1942,1954
Dublin,732,RUSH G.S.,20,325900,254000,533115,60605,1949,1985
Dublin,3423,DALKEY (TORCA HILL),96,326700,226000,531610,60600,1941,1971
Dublin,1523,DALKEY (MOYTURA),36,325400,226600,531630,60710,1944,1951
Dublin,3524,BALLYEDMONDUFF HOUSE,335,318500,221800,531400,61330,1985,
Dublin,1532,BALBRIGGAN (KILSAUGH),40,320500,262200,533545,61045,1969,1992
Dublin,432,LUSK (NEVITT),47,317900,256900,533255,61315,1923,1982
Dublin,3723,CASEMENT,91,304100,229500,531820,62620,1944,
Dublin,823,TALLAGHT (ST.MAELRUAIN'S),99,308900,227100,531700,62200,1945,1950
Dublin,3923,DUBLIN (Merrion Square),13,316390,233655,532026,61512,1948,
Dublin,1624,GLENCULLEN (TIBRADDEN),335,315900,221300,531345,61550,1950,1967
Dublin,1623,DUBLIN (MARROWBONE LANE),15,314300,233800,532030,61700,1954,1962
Dublin,4023,DUBLIN (ARUS AN UACHTARAIN),46,312100,235600,532130,61900,1948,1973
Dublin,150,DUBLIN AIRPORT-CHECK,69,315700,243000,532528,61535,1994,1997
Dublin,832,BALBRIGGAN (TRANS.STN.),26,319800,263700,533635,61125,1949,1968
Dublin,4123,DUBLIN (UPR.O'CONNELL ST.),16,315900,234900,532105,61535,1948,1979
Dublin,4223,LEIXLIP (GEN.STN.),42,300700,235800,532145,62915,1949,2012
Dublin,4323,RATHCOOLE G.S.,123,302400,226800,531655,62750,1949,1970
Dublin,124,FOXROCK (Clarebeg),59,323300,225000,531540,60910,1890,1955
Dublin,1723,DUBLIN (Phoenix Park),49,310000,236100,532150,62050,1829,2003
Dublin,175,PHOENIX PARK,48,309915,236070,532149,62059,2003,
Dublin,1732,LUSK NEVITT II,43,318100,256900,533255,61305,1982,1992
Dublin,4823,LUCAN G.S.,29,303200,235000,532120,62700,1949,1982
Dublin,1823,DUBLIN (Glasnevin),21,315175,236910,532212,61613,1860,
Dublin,932,GARRISTOWN G.S.,126,307000,258600,533400,62305,1949,1992
Dublin,1923,GLENASMOLE D.C.W.W.,158,309000,222200,531420,62200,1885,2014
Dublin,5523,GLENASMOLE (Castlekelly),183,310200,220800,531335,62100,1959,2013
Dublin,5580,LH_KISH,11,338200,231000,531839,55533,2000,
Dublin,5623,GLENASMOLE (Supt's Lodge),152,309200,222200,531420,62150,1959,
Dublin,5680,LH_BAILY,13,329561,236331,532142,60317,2000,
Dublin,5723,DUBLIN (BALLSBRIDGE),9,318200,232300,531940,61330,1959,1972
Dublin,532,DUBLIN AIRPORT,71,316900,243400,532540,61427,1939,
Dublin,1023,LAMBAY ISLAND,8,330500,249900,532900,60200,1907,1943
Dublin,5823,KILLINEY (TEDBURN),122,325700,225400,531550,60700,1961,1992
Dublin,2023,DUN LAOGHAIRE (PEOPLE'S PARK),8,324800,228100,531720,60740,1901,1992
Dublin,2024,SHANGANAGH,9,325900,223200,531440,60650,1966,1991
Dublin,5985,DUBLIN (Glasnevin),21,315175,236910,532211,61613,2018,
Dublin,5923,DUBLIN (BALLYMUN AVE.),61,314200,239000,532320,61700,1962,1970
Dublin,6023,HOWTH (D.C.),6,327700,239400,532320,60450,1962,1994
Dublin,6185,SHANGANAGH WWTP,25,325860,223270,531443,60655,2018,
Dublin,6223,DUN LAOGHAIRE (ROSMEEN GDNS.),21,324800,227800,531710,60740,1962,1975
Dublin,6323,MILLTOWN (GOLF CLUB),30,316500,229900,531825,61510,1963,2000
Dublin,324,SHANKHILL (SHERRINGTON),35,325200,221300,531340,60730,1921,1956
Dublin,6423,DUBLIN (COOLOCK CHANEL COLL.),40,319600,239100,532320,61210,1963,1975
Dublin,2124,BALLYEDMONDUFF,277,318700,222300,531415,61320,1967,1985
Dublin,2123,DUBLIN (TRINITY COLL.),6,316200,234100,532040,61520,1904,1970
Dublin,6523,DUBLIN (THORNDALE HSE.),40,317500,238200,532250,61405,1964,1973
Dublin,6623,BALLYBODEN,107,313100,226500,531635,61815,1966,
Dublin,2132,DUBLIN AIRPORT II,69,315700,243000,532528,61535,1993,2007
Dublin,6823,TALLAGHT,85,309900,227500,531710,62105,1966,1969
Dublin,6923,TIBRADDEN (LARCH HILL),229,314700,223900,531510,61650,1967,1992
Dublin,7023,CLONDALKIN,53,307700,231900,531935,62300,1967,1985
Dublin,7123,DUBLIN (ST.PAUL'S COLL.),24,320500,237300,532220,61120,1967,1970
Dublin,7223,RATHCOOLE-SAGGART,107,303200,227300,531710,62710,1969,2001
Dublin,7323,STILLORGAN (PARK HSE.),52,320600,228000,531720,61130,1971,1973
Dublin,7423,RATHFARNHAM (ST.COLUMBA COLL.),134,315400,225300,531555,61615,1972,1998
Dublin,1123,DUBLIN (LEESON ST.),15,315500,232900,532000,61600,1938,1954
Dublin,7523,DUBLIN (SIMMONSCOURT),9,318300,232000,531930,61330,1972,2015
Dublin,7623,LUCAN (U.C.D.),52,301800,236600,532210,62815,1972,1984
Dublin,2232,GARRISTOWN (TOBERGREGAN),115,307800,256500,533252,62227,1995,2000
Dublin,7823,DUBLIN(PEMBROKE ROAD),8,317500,232600,531950,61410,1975,1978
Dublin,2223,DUN LAOGHAIRE (HARBOUR YD.),16,324300,228700,531740,60810,1905,2001
Dublin,7923,BRITTAS (Glenaraneen),244,303400,223500,531505,62705,1975,
Dublin,8023,DUBLIN (DUNDRUM),61,316700,227900,531720,61500,1975,2001
Dublin,8223,BLACKROCK,46,321600,227200,531653,61034,1982,1997
Dublin,8723,BLANCHARDSTOWN (AUBURN AVE),56,309400,237800,532246,62122,1993,1996
Dublin,9023,DUNDRUM (DROMARTIN),64,317700,227700,531713,61404,1997,1999
Dublin,332,SKERRIES (MILVERTON HALL),64,323100,259300,533410,60830,1907,2007
Dublin,9223,DUN LAOGHAIRE,30,324500,227800,531708,60757,1997,
Dublin,9423,LUCAN (HERMITAGE G.C.),46,304100,235800,532143,62612,1999,1999
Dublin,9523,DUBLIN (BLACKROCK COLLEGE),8,320400,229700,531815,61137,2003,2003
Dublin,9623,KNOCKLYON (ST.COLUMCILLE'S),88,312300,226500,531638,61900,2004,2005
Dublin,9723,Dublin-Navan_Road,52,311300,236700,532209,61938,2010,2011
Dublin,623,BRITTAS,246,303500,221400,531400,62700,1938,1943
Dublin,9823,DUBLIN (MERRION SQUARE),13,316400,233500,532020,61510,2011,2011
Dublin,2423,DUBLIN (CLONTARF),5,318100,236300,532150,61330,1911,2001
Galway,628,AHASCRAGH (CLONBROCK),58,174500,239200,532410,82300,1874,1993
Galway,2428,BALLINASLOE(KILCLOONEY),46,182700,231800,532010,81535,1976,1979
Galway,627,CONG (FOR.STN.),30,114200,254800,533210,91740,1941,1961
Galway,1219,WOODFORD (FOR.STN.),82,173200,200300,530310,82400,1943,1960
Galway,1221,ATHENRY (ATTYMON),78,158500,228500,531820,83720,1951,1991
